Number_of_Customers_Per_Day,Operating_Hours_Per_Day,Number_of_Employees,Location_Foot_Traffic,Date,Branch,Region,Average_Order_Value_KES,Marketing_Spend_KES,Daily_Revenue_KES
262,8,14,63,08/07/2022,Galleria Mall,Nairobi,1305.45,17919.9,316927.35
214,15,9,792,09/07/2022,Nyali Centre,Coast,654.75,54660.15,182794.05
54,8,7,718,10/07/2022,Galleria Mall,Nairobi,1236.6,19850.4,123607.35
388,14,12,549,11/07/2022,Kisumu Mega City,Western,947.7,14019.75,330926.85
428,10,4,695,12/07/2022,Nyali Centre,Coast,1174.5,34707.15,494456.4
127,8,5,440,13/07/2022,Nyali Centre,Coast,1333.8,58612.95,268500.15
459,10,3,598,14/07/2022,Nyali Centre,Coast,629.1,17315.1,303065.55
111,7,2,614,15/07/2022,Nyali Centre,Coast,1310.85,6544.8,131782.95
181,16,14,579,16/07/2022,JKIA Arrival,Nairobi,731.7,24926.4,137710.8
138,9,9,541,17/07/2022,Nyali Centre,Coast,727.65,50807.25,206155.8
286,15,2,599,18/07/2022,JKIA Arrival,Nairobi,681.75,37778.4,202008.6
91,7,14,748,19/07/2022,Kimathi Street,Nairobi CBD,885.6,55381.05,149924.25
138,7,12,434,20/07/2022,Galleria Mall,Nairobi,494.1,64827,117949.5
451,17,2,245,21/07/2022,Thika Road Mall,Nairobi,897.75,53784,477172.35
345,13,5,804,22/07/2022,JKIA Arrival,Nairobi,885.6,41291.1,324093.15
377,6,11,349,23/07/2022,Kisumu Mega City,Western,1108.35,33984.9,408150.9
344,12,13,864,24/07/2022,Valley Arcade,Nairobi,1181.25,4000.05,389580.3
153,10,11,596,25/07/2022,JKIA Arrival,Nairobi,783,66463.2,169025.4
63,16,7,776,26/07/2022,Galleria Mall,Nairobi,643.95,26717.85,93744
337,13,10,780,27/07/2022,Galleria Mall,Nairobi,600.75,11419.65,189602.1
228,6,2,877,28/07/2022,Valley Arcade,Nairobi,534.6,45453.15,145336.95
174,16,8,651,29/07/2022,Kisumu Mega City,Western,395.55,20155.5,65439.9
471,12,11,357,30/07/2022,Galleria Mall,Nairobi,684.45,40099.05,331813.8
402,10,12,301,31/07/2022,JKIA Arrival,Nairobi,611.55,40165.2,269518.05
72,9,6,57,01/08/2022,Kimathi Street,Nairobi CBD,1316.25,30835.35,99185.85
112,12,13,817,02/08/2022,Kimathi Street,Nairobi CBD,901.8,56659.5,183843
192,15,9,924,03/08/2022,Kimathi Street,Nairobi CBD,688.5,18877.05,114220.8
202,7,8,257,04/08/2022,Nyali Centre,Coast,924.75,31027.05,150801.75
194,17,5,986,05/08/2022,Galleria Mall,Nairobi,477.9,36918.45,190648.35
274,6,5,180,06/08/2022,JKIA Arrival,Nairobi,787.05,45249.3,267304.05
499,6,7,785,07/08/2022,Capital Centre,Nairobi,972,53210.25,570596.4
358,16,7,758,08/08/2022,Valley Arcade,Nairobi,832.95,27467.1,281398.05
153,17,10,703,09/08/2022,Capital Centre,Nairobi,743.85,44085.6,181511.55
153,6,13,813,10/08/2022,Nyali Centre,Coast,1343.25,11313,226089.9
484,17,6,657,11/08/2022,Thika Road Mall,Nairobi,1228.5,63045,624589.65
88,10,9,75,12/08/2022,Valley Arcade,Nairobi,969.3,26689.5,77803.2
484,15,6,672,13/08/2022,Kisumu Mega City,Western,913.95,49608.45,465388.2
247,12,3,503,14/08/2022,JKIA Arrival,Nairobi,965.25,2695.95,235531.8
183,7,7,684,15/08/2022,Kisumu Mega City,Western,541.35,14922.9,127426.5
116,15,10,235,16/08/2022,Thika Road Mall,Nairobi,737.1,33570.45,127264.5
440,13,14,533,17/08/2022,Nyali Centre,Coast,378,59445.9,263083.95
228,9,4,729,18/08/2022,Thika Road Mall,Nairobi,819.45,36228.6,245446.2
91,17,2,100,19/08/2022,Galleria Mall,Nairobi,886.95,62861.4,152794.35
497,8,2,940,20/08/2022,Nyali Centre,Coast,568.35,33353.1,263201.4
64,15,14,54,21/08/2022,Kisumu Mega City,Western,1313.55,33793.2,131491.35
160,16,4,638,22/08/2022,Kimathi Street,Nairobi CBD,1258.2,9271.8,174928.95
206,13,11,209,23/08/2022,Kisumu Mega City,Western,1069.2,54445.5,283779.45
338,7,6,257,24/08/2022,JKIA Arrival,Nairobi,877.5,17686.35,329794.2
280,16,4,306,25/08/2022,Kimathi Street,Nairobi CBD,1217.7,60859.35,409961.25
460,16,10,254,26/08/2022,Kisumu Mega City,Western,469.8,61600.5,321896.7
469,8,9,816,27/08/2022,Kimathi Street,Nairobi CBD,1138.05,63749.7,548685.9
206,17,4,999,28/08/2022,Valley Arcade,Nairobi,464.4,35762.85,169105.05
87,8,10,60,29/08/2022,Galleria Mall,Nairobi,1142.1,46140.3,203905.35
490,15,14,998,30/08/2022,Galleria Mall,Nairobi,616.95,52848.45,353084.4
146,16,7,57,31/08/2022,Kimathi Street,Nairobi CBD,1225.8,10017,238790.7
460,6,14,458,01/09/2022,Thika Road Mall,Nairobi,1293.3,41103.45,573930.9
488,11,8,985,02/09/2022,Capital Centre,Nairobi,488.7,3619.35,202817.25
338,7,5,81,03/09/2022,Capital Centre,Nairobi,805.95,34264.35,314115.3
303,6,5,589,04/09/2022,Valley Arcade,Nairobi,1331.1,11592.45,381850.2
245,7,13,767,05/09/2022,Galleria Mall,Nairobi,827.55,13450.05,182591.55
135,17,14,436,06/09/2022,Thika Road Mall,Nairobi,1212.3,25497.45,202257
371,11,3,277,07/09/2022,Kisumu Mega City,Western,934.2,29955.15,366461.55
59,9,6,689,08/09/2022,Nyali Centre,Coast,716.85,42572.25,86093.55
54,11,9,816,09/09/2022,Kisumu Mega City,Western,626.4,6273.45,44957.7
172,17,8,524,10/09/2022,Thika Road Mall,Nairobi,542.7,34669.35,156508.2
379,14,8,773,11/09/2022,Galleria Mall,Nairobi,1108.35,13431.15,381775.95
402,15,7,800,12/09/2022,Kimathi Street,Nairobi CBD,729,39318.75,336688.65
167,17,4,256,13/09/2022,Capital Centre,Nairobi,854.55,43514.55,170301.15
343,15,6,367,14/09/2022,Nyali Centre,Coast,835.65,38176.65,297036.45
446,13,14,844,15/09/2022,Nyali Centre,Coast,922.05,50187.6,475405.2
208,6,2,806,16/09/2022,Galleria Mall,Nairobi,1213.65,23550.75,279092.25
352,13,8,606,17/09/2022,Kimathi Street,Nairobi CBD,1331.1,51961.5,448690.05
277,14,10,666,18/09/2022,Nyali Centre,Coast,750.6,29978.1,221987.25
414,11,2,397,19/09/2022,Thika Road Mall,Nairobi,1175.85,33378.75,501411.6
265,15,14,842,20/09/2022,Galleria Mall,Nairobi,1111.05,44221.95,335067.3
485,10,3,283,21/09/2022,Kisumu Mega City,Western,918,2565,421245.9
233,11,4,750,22/09/2022,Kimathi Street,Nairobi CBD,1305.45,44612.1,343803.15
64,11,4,93,23/09/2022,Valley Arcade,Nairobi,540,42269.85,90929.25
206,14,9,786,24/09/2022,JKIA Arrival,Nairobi,448.2,21847.05,111461.4
185,9,8,991,25/09/2022,Valley Arcade,Nairobi,1201.5,7025.4,240050.25
310,7,7,191,26/09/2022,Valley Arcade,Nairobi,781.65,7365.6,247892.4
206,16,11,697,27/09/2022,Nyali Centre,Coast,1194.75,62421.3,326066.85
96,16,11,225,28/09/2022,Kisumu Mega City,Western,1242,46946.25,180126.45
373,14,12,703,29/09/2022,Kisumu Mega City,Western,400.95,9757.8,134418.15
381,7,5,498,30/09/2022,JKIA Arrival,Nairobi,1232.55,24946.65,451778.85
222,15,10,641,01/10/2022,Galleria Mall,Nairobi,791.1,40543.2,247622.4
179,14,2,131,02/10/2022,JKIA Arrival,Nairobi,854.55,56623.05,248806.35
460,7,12,184,03/10/2022,Galleria Mall,Nairobi,972,4237.65,391252.95
144,17,3,768,04/10/2022,JKIA Arrival,Nairobi,1275.75,17003.25,193540.05
164,13,5,905,05/10/2022,JKIA Arrival,Nairobi,356.4,60207.3,156374.55
292,14,4,226,06/10/2022,Valley Arcade,Nairobi,820.8,1956.15,230337
469,17,2,432,07/10/2022,Valley Arcade,Nairobi,1034.1,14673.15,469991.7
341,15,6,292,08/10/2022,Capital Centre,Nairobi,1069.2,64789.2,395294.85
331,14,8,616,09/10/2022,Capital Centre,Nairobi,1038.15,41926.95,340525.35
348,15,3,190,10/10/2022,Kisumu Mega City,Western,473.85,18659.7,207994.5
332,14,6,506,11/10/2022,Kimathi Street,Nairobi CBD,641.25,5782.05,241022.25
118,7,7,489,12/10/2022,Nyali Centre,Coast,700.65,3214.35,39229.65
197,9,12,105,13/10/2022,Galleria Mall,Nairobi,1151.55,17540.55,229730.85
60,12,8,576,14/10/2022,Galleria Mall,Nairobi,619.65,59660.55,144931.95
303,17,2,746,15/10/2022,Kisumu Mega City,Western,550.8,28863,133995.6
379,7,8,875,16/10/2022,Valley Arcade,Nairobi,1306.8,48999.6,490268.7
409,6,5,468,17/10/2022,Kisumu Mega City,Western,346.95,62094.6,218365.2
87,8,9,137,18/10/2022,JKIA Arrival,Nairobi,1347.3,28341.9,131881.5
183,17,14,658,19/10/2022,Galleria Mall,Nairobi,1023.3,14003.55,195189.75
249,9,5,705,20/10/2022,Thika Road Mall,Nairobi,1175.85,35557.65,356547.15
72,13,7,57,21/10/2022,Galleria Mall,Nairobi,635.85,61419.6,110307.15
352,11,10,526,22/10/2022,Kisumu Mega City,Western,352.35,54558.9,194819.85
395,16,6,264,23/10/2022,Thika Road Mall,Nairobi,1084.05,5705.1,384628.5
351,7,13,734,24/10/2022,Kisumu Mega City,Western,1182.6,47163.6,448011
412,14,5,784,25/10/2022,JKIA Arrival,Nairobi,1086.75,39181.05,461895.75
445,7,9,601,26/10/2022,Thika Road Mall,Nairobi,481.95,61379.1,356293.35
267,17,14,546,27/10/2022,Valley Arcade,Nairobi,1100.25,9452.7,318787.65
190,10,10,743,28/10/2022,Kisumu Mega City,Western,1116.45,36676.8,203242.5
153,17,5,552,29/10/2022,Capital Centre,Nairobi,1004.4,59526.9,203292.45
495,9,4,831,30/10/2022,Kimathi Street,Nairobi CBD,1113.75,28472.85,517882.95
259,12,9,748,31/10/2022,Kimathi Street,Nairobi CBD,1193.4,33234.3,294707.7
160,13,6,294,01/11/2022,Kisumu Mega City,Western,958.5,6011.55,110095.2
153,10,3,527,02/11/2022,JKIA Arrival,Nairobi,426.6,19749.15,83550.15
365,15,11,358,03/11/2022,Kimathi Street,Nairobi CBD,831.6,22816.35,287433.9
220,10,10,280,04/11/2022,Thika Road Mall,Nairobi,415.8,63869.85,154082.25
405,7,4,432,05/11/2022,Thika Road Mall,Nairobi,750.6,20048.85,358219.8
373,13,13,204,06/11/2022,Galleria Mall,Nairobi,749.25,31837.05,281164.5
182,7,3,224,07/11/2022,Kimathi Street,Nairobi CBD,405,45756.9,123009.3
425,15,2,897,08/11/2022,Galleria Mall,Nairobi,691.2,12078.45,302521.5
342,17,9,164,09/11/2022,Nyali Centre,Coast,449.55,33528.6,176608.35
377,11,12,439,10/11/2022,Kisumu Mega City,Western,1155.6,50203.8,435927.15
176,13,4,360,11/11/2022,Capital Centre,Nairobi,1297.35,58692.6,286575.3
155,11,8,349,12/11/2022,JKIA Arrival,Nairobi,410.4,42777.45,175652.55
141,9,2,67,13/11/2022,Valley Arcade,Nairobi,1304.1,45608.4,220904.55
336,9,2,833,14/11/2022,Thika Road Mall,Nairobi,866.7,9703.8,252027.45
427,11,13,61,15/11/2022,Kimathi Street,Nairobi CBD,641.25,63913.05,353648.7
442,9,10,453,16/11/2022,Kisumu Mega City,Western,415.8,10119.6,172324.8
100,13,13,862,17/11/2022,Thika Road Mall,Nairobi,843.75,52594.65,228781.8
78,14,9,753,18/11/2022,JKIA Arrival,Nairobi,1142.1,18867.6,87230.25
345,6,13,281,19/11/2022,Kisumu Mega City,Western,1053,63107.1,468428.4
346,9,14,654,20/11/2022,Kimathi Street,Nairobi CBD,388.8,48975.3,225946.8
263,9,4,779,21/11/2022,JKIA Arrival,Nairobi,411.75,51214.95,163987.2
316,7,7,327,22/11/2022,Kisumu Mega City,Western,745.2,15840.9,235600.65
456,11,12,402,23/11/2022,Capital Centre,Nairobi,635.85,30657.15,279131.4
306,8,4,352,24/11/2022,Valley Arcade,Nairobi,572.4,42218.55,206428.5
351,12,14,590,25/11/2022,JKIA Arrival,Nairobi,622.35,52284.15,264537.9
150,16,13,519,26/11/2022,Kisumu Mega City,Western,1151.55,8226.9,172061.55
454,16,5,862,27/11/2022,Capital Centre,Nairobi,1278.45,65010.6,581748.75
395,10,2,126,28/11/2022,JKIA Arrival,Nairobi,747.9,60238.35,364645.8
159,9,6,570,29/11/2022,Galleria Mall,Nairobi,1255.5,19233.45,204573.6
469,10,2,73,30/11/2022,Kisumu Mega City,Western,662.85,55775.25,374201.1
231,13,14,64,01/12/2022,Thika Road Mall,Nairobi,819.45,35637.3,238596.3
362,8,2,725,02/12/2022,Kisumu Mega City,Western,567,31899.15,226477.35
50,12,11,574,03/12/2022,Thika Road Mall,Nairobi,985.5,22149.45,90752.4
368,11,12,396,04/12/2022,Nyali Centre,Coast,1328.4,39780.45,497283.3
487,17,12,221,05/12/2022,Valley Arcade,Nairobi,949.05,49632.75,510491.7
104,6,8,918,06/12/2022,Thika Road Mall,Nairobi,699.3,28533.6,116789.85
420,12,13,376,07/12/2022,Valley Arcade,Nairobi,993.6,42973.2,444928.95
473,12,7,761,08/12/2022,Galleria Mall,Nairobi,461.7,47609.1,265192.65
448,17,3,534,09/12/2022,Kisumu Mega City,Western,1236.6,48390.75,606170.25
198,6,12,538,10/12/2022,Kimathi Street,Nairobi CBD,846.45,4787.1,168957.9
480,14,13,511,11/12/2022,Capital Centre,Nairobi,792.45,58222.8,393993.45
358,11,3,427,12/12/2022,Kisumu Mega City,Western,930.15,31662.9,334446.3
186,17,12,637,13/12/2022,Nyali Centre,Coast,970.65,18708.3,184377.6
251,7,8,213,14/12/2022,JKIA Arrival,Nairobi,410.4,17342.1,118692
485,10,2,421,15/12/2022,Thika Road Mall,Nairobi,1028.7,33301.8,503751.15
362,16,14,622,16/12/2022,Kimathi Street,Nairobi CBD,581.85,60014.25,254094.3
166,9,3,473,17/12/2022,Kisumu Mega City,Western,1059.75,26377.65,196057.8
203,12,13,806,18/12/2022,Kimathi Street,Nairobi CBD,1170.45,50944.95,281777.4
474,13,9,526,19/12/2022,Kimathi Street,Nairobi CBD,1151.55,7754.4,532171.35
340,16,7,431,20/12/2022,Thika Road Mall,Nairobi,896.4,32841.45,296693.55
112,16,3,204,21/12/2022,Kimathi Street,Nairobi CBD,864,66950.55,187047.9
293,6,8,306,22/12/2022,JKIA Arrival,Nairobi,481.95,52313.85,187056
74,10,5,805,23/12/2022,Capital Centre,Nairobi,1123.2,15276.6,148020.75
139,8,3,723,24/12/2022,Kisumu Mega City,Western,612.9,34520.85,162383.4
124,6,13,117,25/12/2022,JKIA Arrival,Nairobi,841.05,16804.8,74725.2
343,17,7,393,26/12/2022,Thika Road Mall,Nairobi,625.05,28441.8,214118.1
435,8,12,326,27/12/2022,Kisumu Mega City,Western,472.5,52952.4,287926.65
440,11,10,722,28/12/2022,Capital Centre,Nairobi,974.7,52366.5,476878.05
259,12,12,440,29/12/2022,JKIA Arrival,Nairobi,392.85,16438.95,127731.6
467,13,10,498,30/12/2022,Galleria Mall,Nairobi,1094.85,62355.15,558851.4
396,16,9,308,31/12/2022,Galleria Mall,Nairobi,658.8,40548.6,321301.35
66,9,4,356,01/01/2023,Thika Road Mall,Nairobi,337.5,26481.6,80856.9
177,8,4,896,02/01/2023,Galleria Mall,Nairobi,854.55,34553.25,180114.3
476,10,3,144,03/01/2023,Kimathi Street,Nairobi CBD,384.75,41374.8,194509.35
492,14,6,999,04/01/2023,Capital Centre,Nairobi,616.95,38387.25,285134.85
413,11,13,513,05/01/2023,Nyali Centre,Coast,1053,33525.9,438890.4
300,14,5,295,06/01/2023,Thika Road Mall,Nairobi,400.95,34751.7,110706.75
228,11,8,782,07/01/2023,Galleria Mall,Nairobi,1188,13019.4,270083.7
231,7,5,684,08/01/2023,JKIA Arrival,Nairobi,341.55,55112.4,145359.9
201,10,10,236,09/01/2023,Thika Road Mall,Nairobi,587.25,37187.1,214500.15
74,17,13,823,10/01/2023,Nyali Centre,Coast,1088.1,10021.05,96763.95
229,16,13,974,11/01/2023,Capital Centre,Nairobi,657.45,52031.7,212758.65
247,14,3,834,12/01/2023,Thika Road Mall,Nairobi,440.1,63031.5,148744.35
393,13,12,422,13/01/2023,JKIA Arrival,Nairobi,702,64014.3,310236.75
210,12,7,621,14/01/2023,Valley Arcade,Nairobi,611.55,25760.7,172620.45
226,6,8,455,15/01/2023,JKIA Arrival,Nairobi,1190.7,10314,249205.95
334,9,5,457,16/01/2023,JKIA Arrival,Nairobi,654.75,35642.7,318737.7
112,17,14,174,17/01/2023,Valley Arcade,Nairobi,1136.7,8799.3,125536.5
199,12,7,386,18/01/2023,Galleria Mall,Nairobi,1240.65,63132.75,321460.65
203,16,8,390,19/01/2023,JKIA Arrival,Nairobi,776.25,13493.25,126504.45
205,12,5,612,20/01/2023,Nyali Centre,Coast,1258.2,18071.1,284825.7
419,11,9,227,21/01/2023,Kimathi Street,Nairobi CBD,719.55,28248.75,288720.45
98,13,10,700,22/01/2023,JKIA Arrival,Nairobi,1313.55,26696.25,170058.15
386,16,2,888,23/01/2023,Thika Road Mall,Nairobi,427.95,53916.3,251463.15
133,11,8,219,24/01/2023,Capital Centre,Nairobi,1032.75,31536,173493.9
410,15,10,88,25/01/2023,Galleria Mall,Nairobi,837,12646.8,375260.85
226,8,13,118,26/01/2023,Nyali Centre,Coast,730.35,19025.55,160602.75
197,9,11,285,27/01/2023,JKIA Arrival,Nairobi,978.75,35028.45,271314.9
167,8,6,609,28/01/2023,Kisumu Mega City,Western,1050.3,11103.75,140200.2
391,6,13,430,29/01/2023,Kisumu Mega City,Western,341.55,41810.85,204481.8
112,15,3,106,30/01/2023,Valley Arcade,Nairobi,506.25,38774.7,105347.25
238,10,11,326,31/01/2023,Capital Centre,Nairobi,1059.75,48627,280818.9
409,6,7,899,01/02/2023,Thika Road Mall,Nairobi,1012.5,63379.8,422915.85
98,6,13,148,02/02/2023,Kisumu Mega City,Western,1316.25,61695,201598.2
376,7,13,965,03/02/2023,Thika Road Mall,Nairobi,1108.35,63933.3,462222.45
306,9,8,576,04/02/2023,Nyali Centre,Coast,1300.05,17537.85,389009.25
273,11,3,374,05/02/2023,JKIA Arrival,Nairobi,1048.95,10053.45,292377.6
190,13,3,510,06/02/2023,JKIA Arrival,Nairobi,639.9,21346.2,119614.05
264,8,11,228,07/02/2023,JKIA Arrival,Nairobi,444.15,60559.65,243842.4
484,6,13,893,08/02/2023,Valley Arcade,Nairobi,1128.6,65651.85,575554.95
428,8,11,623,09/02/2023,Capital Centre,Nairobi,989.55,58194.45,484725.6
489,17,2,168,10/02/2023,Capital Centre,Nairobi,386.1,8627.85,185298.3
260,8,5,518,11/02/2023,Kimathi Street,Nairobi CBD,702,64022.4,254936.7
367,10,8,598,12/02/2023,Galleria Mall,Nairobi,1306.8,29355.75,476751.15
81,16,10,695,13/02/2023,JKIA Arrival,Nairobi,843.75,1965.6,39070.35
207,17,4,504,14/02/2023,Kisumu Mega City,Western,776.25,30613.95,180072.45
334,17,13,75,15/02/2023,JKIA Arrival,Nairobi,800.55,4396.95,211067.1
354,9,12,539,16/02/2023,Valley Arcade,Nairobi,549.45,37327.5,216216
478,9,8,57,17/02/2023,Galleria Mall,Nairobi,711.45,23745.15,329084.1
335,14,8,565,18/02/2023,Thika Road Mall,Nairobi,711.45,32667.3,286324.2
193,12,8,582,19/02/2023,JKIA Arrival,Nairobi,390.15,41910.75,121672.8
473,9,3,976,20/02/2023,Valley Arcade,Nairobi,1115.1,58820.85,550831.05
68,8,7,198,21/02/2023,Thika Road Mall,Nairobi,758.7,45134.55,120075.75
67,11,3,537,22/02/2023,JKIA Arrival,Nairobi,1170.45,30061.8,120553.65
306,8,7,74,23/02/2023,Capital Centre,Nairobi,1198.8,55555.2,397523.7
127,11,14,704,24/02/2023,Nyali Centre,Coast,552.15,61254.9,165636.9
420,16,11,806,25/02/2023,Valley Arcade,Nairobi,1003.05,9271.8,388237.05
224,16,4,980,26/02/2023,Kisumu Mega City,Western,815.4,36537.75,203189.85
243,17,3,994,27/02/2023,Nyali Centre,Coast,1228.5,20170.35,285550.65
162,14,13,604,28/02/2023,Kimathi Street,Nairobi CBD,556.2,4463.1,113421.6
163,11,7,474,01/03/2023,JKIA Arrival,Nairobi,1023.3,45574.65,205914.15
271,17,3,342,02/03/2023,Thika Road Mall,Nairobi,953.1,58422.6,327145.5
215,9,6,234,03/03/2023,Galleria Mall,Nairobi,635.85,12125.7,106600.05
484,10,3,603,04/03/2023,Galleria Mall,Nairobi,475.2,55090.8,319746.15
368,11,4,480,05/03/2023,Capital Centre,Nairobi,997.65,57801.6,401383.35
181,16,4,653,06/03/2023,Thika Road Mall,Nairobi,1085.4,61834.05,280370.7
434,8,7,366,07/03/2023,Capital Centre,Nairobi,657.45,18898.65,278355.15
313,13,7,447,08/03/2023,Nyali Centre,Coast,990.9,61146.9,381354.75
462,9,11,373,09/03/2023,Kisumu Mega City,Western,737.1,22561.2,352301.4
104,13,4,614,10/03/2023,JKIA Arrival,Nairobi,1059.75,37887.75,152118
408,15,4,645,11/03/2023,Kimathi Street,Nairobi CBD,538.65,4691.25,154448.1
180,15,14,595,12/03/2023,Kimathi Street,Nairobi CBD,1239.3,4252.5,236602.35
337,8,13,125,13/03/2023,Galleria Mall,Nairobi,629.1,49002.3,260532.45
315,15,14,914,14/03/2023,Kisumu Mega City,Western,710.1,30753,257378.85
415,12,2,969,15/03/2023,Kisumu Mega City,Western,396.9,18303.3,194373
211,16,8,965,16/03/2023,Nyali Centre,Coast,450.9,13945.5,94200.3
429,17,14,758,17/03/2023,Nyali Centre,Coast,859.95,45667.8,414490.5
136,14,9,535,18/03/2023,Nyali Centre,Coast,608.85,1377,56403
104,9,3,847,19/03/2023,Kimathi Street,Nairobi CBD,1183.95,54660.15,203272.2
337,13,5,137,20/03/2023,Kimathi Street,Nairobi CBD,352.35,6592.05,117288
227,8,11,796,21/03/2023,Nyali Centre,Coast,720.9,14017.05,156898.35
440,12,8,281,22/03/2023,Kisumu Mega City,Western,679.05,26900.1,310522.95
398,8,9,56,23/03/2023,Kimathi Street,Nairobi CBD,356.4,33423.3,149307.3
57,17,2,853,24/03/2023,Capital Centre,Nairobi,463.05,24833.25,69348.15
370,12,5,599,25/03/2023,Nyali Centre,Coast,756,22565.25,296742.15
362,16,7,101,26/03/2023,JKIA Arrival,Nairobi,837,65113.2,379696.95
296,15,4,704,27/03/2023,Kimathi Street,Nairobi CBD,746.55,43789.95,305124.3
372,15,6,991,28/03/2023,Thika Road Mall,Nairobi,874.8,2899.8,294668.55
492,16,11,968,29/03/2023,Kisumu Mega City,Western,939.6,29806.65,460059.75
304,16,10,445,30/03/2023,Valley Arcade,Nairobi,346.95,59231.25,152174.7
377,11,12,270,31/03/2023,Nyali Centre,Coast,807.3,21290.85,348309.45
103,7,14,477,01/04/2023,Capital Centre,Nairobi,1313.55,7604.55,92723.4
298,16,4,801,02/04/2023,Valley Arcade,Nairobi,862.65,51517.35,314810.55
288,8,6,192,03/04/2023,Thika Road Mall,Nairobi,1023.3,41438.25,310797
278,11,9,910,04/04/2023,Kisumu Mega City,Western,653.4,39075.75,223777.35
116,9,7,412,05/04/2023,Valley Arcade,Nairobi,1120.5,4893.75,89002.8
100,11,5,431,06/04/2023,Thika Road Mall,Nairobi,1120.5,10643.4,140884.65
146,6,9,610,07/04/2023,JKIA Arrival,Nairobi,865.35,42531.75,151714.35
141,15,12,326,08/04/2023,JKIA Arrival,Nairobi,1325.7,15097.05,222365.25
313,17,4,320,09/04/2023,Galleria Mall,Nairobi,464.4,34693.65,157816.35
467,6,4,63,10/04/2023,JKIA Arrival,Nairobi,355.05,37393.65,231649.2
340,8,5,347,11/04/2023,Thika Road Mall,Nairobi,1117.8,20104.2,349767.45
145,13,10,513,12/04/2023,JKIA Arrival,Nairobi,1154.25,64088.55,230168.25
137,13,6,576,13/04/2023,Kimathi Street,Nairobi CBD,459,57079.35,142164.45
127,16,9,283,14/04/2023,Nyali Centre,Coast,606.15,49134.6,120090.6
337,9,7,624,15/04/2023,Kimathi Street,Nairobi CBD,355.05,6509.7,93761.55
169,11,4,757,16/04/2023,Kimathi Street,Nairobi CBD,634.5,8370,86481
351,13,9,76,17/04/2023,JKIA Arrival,Nairobi,1120.5,33947.1,413495.55
449,12,13,520,18/04/2023,Kisumu Mega City,Western,861.3,11981.25,366010.65
214,16,10,142,19/04/2023,Galleria Mall,Nairobi,689.85,66062.25,233379.9
231,12,9,666,20/04/2023,Kimathi Street,Nairobi CBD,714.15,11835.45,157459.95
447,9,14,358,21/04/2023,Nyali Centre,Coast,338.85,33596.1,201528
272,14,5,101,22/04/2023,Valley Arcade,Nairobi,641.25,25436.7,223484.4
360,17,14,368,23/04/2023,Capital Centre,Nairobi,992.25,43645.5,402498.45
481,15,12,230,24/04/2023,Galleria Mall,Nairobi,1324.35,9886.05,582498
56,11,7,618,25/04/2023,JKIA Arrival,Nairobi,1194.75,29816.1,71977.95
379,17,2,169,26/04/2023,Kimathi Street,Nairobi CBD,361.8,19522.35,99312.75
312,16,5,869,27/04/2023,Kisumu Mega City,Western,1247.4,60075,438631.2
210,8,9,924,28/04/2023,JKIA Arrival,Nairobi,1129.95,4035.15,165797.55
200,10,2,92,29/04/2023,Galleria Mall,Nairobi,1127.25,61793.55,290213.55
134,10,4,696,30/04/2023,Galleria Mall,Nairobi,800.55,56452.95,219096.9
196,10,2,934,01/05/2023,Nyali Centre,Coast,741.15,21034.35,131147.1
161,13,10,987,02/05/2023,JKIA Arrival,Nairobi,643.95,53561.25,138925.8
430,14,3,309,03/05/2023,Valley Arcade,Nairobi,403.65,3414.15,178530.75
452,14,10,246,04/05/2023,Valley Arcade,Nairobi,568.35,65307.6,253411.2
85,11,14,694,05/05/2023,Valley Arcade,Nairobi,587.25,36184.05,109509.3
334,11,5,304,06/05/2023,Thika Road Mall,Nairobi,827.55,21412.35,320529.15
237,14,3,781,07/05/2023,Capital Centre,Nairobi,1094.85,25335.45,247977.45
131,9,5,385,08/05/2023,Thika Road Mall,Nairobi,816.75,5742.9,76715.1
51,11,13,602,09/05/2023,Kisumu Mega City,Western,395.55,66795.3,134279.1
434,9,12,551,10/05/2023,Kisumu Mega City,Western,1306.8,3948.75,484748.55
352,16,12,949,11/05/2023,Capital Centre,Nairobi,1291.95,44671.5,498189.15
246,6,11,304,12/05/2023,Valley Arcade,Nairobi,1132.65,30636.9,267312.15
453,12,7,563,13/05/2023,Kimathi Street,Nairobi CBD,1340.55,64120.95,690471
60,15,12,756,14/05/2023,Valley Arcade,Nairobi,888.3,17622.9,92284.65
283,16,8,291,15/05/2023,Kimathi Street,Nairobi CBD,1312.2,36547.2,390064.95
435,17,4,198,16/05/2023,Nyali Centre,Coast,414.45,33257.25,258333.3
244,11,4,759,17/05/2023,Thika Road Mall,Nairobi,707.4,47844,254962.35
168,14,13,348,18/05/2023,Valley Arcade,Nairobi,565.65,5849.55,104253.75
445,12,11,806,19/05/2023,JKIA Arrival,Nairobi,535.95,14169.6,185595.3
69,12,13,899,20/05/2023,Valley Arcade,Nairobi,480.6,15543.9,34221.15
310,7,9,669,21/05/2023,Kisumu Mega City,Western,967.95,50178.15,374631.75
342,17,6,502,22/05/2023,JKIA Arrival,Nairobi,1128.6,13861.8,333072
471,16,5,442,23/05/2023,Kimathi Street,Nairobi CBD,923.4,39286.35,429684.75
305,14,8,261,24/05/2023,JKIA Arrival,Nairobi,486,15588.45,129193.65
